path,size_bytes,file_count,purpose,classification,include_in_git,manifest_only,exclude,justification,risk_level,largest_files,private_path_or_mount_name_in_path,credential_like_filename_present,final_paper_relationship,future_iclr_relationship
results/paper_claim_trace,2306,2,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/paper_claim_trace/paper_claim_trace.md (1223 B); results/paper_claim_trace/paper_claim_trace.csv (1083 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/paper_polish,1779526,88,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/paper_polish/IMPORTED_RESULT_ROWS.csv (353676 B); results/paper_polish/figures/figure_04_protocol_gap_heatmap.png (208790 B); results/paper_polish/figures/figure_02_metric_winner_grid.png (182962 B); results/paper_polish/figures/figure_03_v28_ablation_bars.png (119542 B); results/paper_polish/figures/figure_05_runtime_vs_performance.png (102293 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/paper_tables,856686,125,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/paper_tables/table_rb16_graphsafe_best_branch.csv (181067 B); results/paper_tables/table_method_boundary_expansion.csv (95989 B); results/paper_tables/table_rb16_graphsafe_best_branch.tex (76720 B); results/paper_tables/table_graphsafe_gap_analysis.tex (55101 B); results/paper_tables/table_graphsafe_gap_analysis.csv (51216 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/phase,186560,13,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/phase/phase_diagram.json (123345 B); results/phase/phase_cells.csv (51775 B); results/phase/sensitivity/phase_sensitivity.json (4019 B); results/phase/leaderboard_instability_tau.csv (2302 B); results/phase/table_protocol_phase_summary.tex (867 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/pre_gpu_audit,976,1,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/pre_gpu_audit/summary.json (976 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/protocol_comparison,26759,4,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/protocol_comparison/feature_protocol_comparison.md (12936 B); results/protocol_comparison/feature_protocol_comparison_by_seed.csv (6362 B); results/protocol_comparison/feature_protocol_comparison_summary.csv (6282 B); results/protocol_comparison/feature_protocol_comparison.csv (1179 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/reports,142846,30,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/reports/all_heavy_artifact_audit.md (23234 B); results/reports/all_heavy_artifact_audit.csv (19239 B); results/reports/direct_random_vs_temporal_report.md (12936 B); results/reports/multi_artifact_audit.md (12770 B); results/reports/multi_artifact_audit.csv (10443 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/reproducibility_capsule,1285574,53,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/reproducibility_capsule/files/results/runs/RUN_DATABASE.json (595614 B); results/reproducibility_capsule/files/results/runs/ARTIFACT_REGISTRY.json (200110 B); results/reproducibility_capsule/files/results/runs/RUN_DATABASE.csv (179011 B); results/reproducibility_capsule/files/results/runs/calibration/calibration_metrics.csv (85261 B); results/reproducibility_capsule/reproducibility_manifest.json (39735 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/rf_feature_importance.csv,4097,1,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/rf_feature_importance.csv (4097 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs,1476207986,945,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs/graph_harm/node_level_graph_harm.csv (318606600 B); results/runs/rb01_graph_harm/harm_predictor_features.csv (231871767 B); results/runs/rb01_graph_harm/node_level_graph_harm.csv (139305194 B); results/runs/predictions/elliptic__strict_inductive__bwgnn__seed10.csv (6967590 B); results/runs/predictions/elliptic__strict_inductive__sage__seed10.csv (6957806 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb01,413294558,181,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb01/predictions/elliptic__strict_inductive__graph_transformer__seed10.csv (7058371 B); results/runs_rb01/predictions/elliptic__strict_inductive__graph_transformer__seed8.csv (6964463 B); results/runs_rb01/predictions/elliptic__strict_inductive__graph_transformer__seed4.csv (6964363 B); results/runs_rb01/predictions/elliptic__strict_inductive__graph_transformer__seed1.csv (6963218 B); results/runs_rb01/predictions/elliptic__strict_inductive__graph_transformer__seed7.csv (6961568 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb09v3,198997,4,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb09v3/runs.csv (139938 B); results/runs_rb09v3/predictions_manifest.json (49045 B); results/runs_rb09v3/ece_by_seed.csv (8804 B); results/runs_rb09v3/ARTIFACT_FAMILY.json (1210 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb11_sage_family,206994808,67,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb11_sage_family/predictions/elliptic__inductive_isolated__sage_maxpool__seed3.csv (7525988 B); results/runs_rb11_sage_family/predictions/elliptic__inductive_isolated__sage_maxpool__seed4.csv (7525971 B); results/runs_rb11_sage_family/predictions/elliptic__inductive_isolated__sage_maxpool__seed5.csv (7525894 B); results/runs_rb11_sage_family/predictions/elliptic__inductive_isolated__sage_maxpool__seed1.csv (7525186 B); results/runs_rb11_sage_family/predictions/elliptic__inductive_isolated__sage_maxpool__seed2.csv (7524764 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb11_sage_family_run.log,1277,1,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb11_sage_family_run.log (1277 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb14_method_boundary_expansion,96505,2,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb14_method_boundary_expansion/method_boundary_rows.csv (95989 B); results/runs_rb14_method_boundary_expansion/analysis_manifest.json (516 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb15_graphsafe_tta,2135046,7,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb15_graphsafe_tta/graphsafe_tta_reliability_scores.csv (852820 B); results/runs_rb15_graphsafe_tta/graphsafe_tta_results.csv (750682 B); results/runs_rb15_graphsafe_tta/graphsafe_tta_ablation_results.csv (456437 B); results/runs_rb15_graphsafe_tta/import_manifest.json (59846 B); results/runs_rb15_graphsafe_tta/graphsafe_tta_stat_tests.csv (14936 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb15b_graphsafe_conservative_policy,240597,5,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb15b_graphsafe_conservative_policy/conservative_policy_results.csv (93641 B); results/runs_rb15b_graphsafe_conservative_policy/import_manifest.json (63735 B); results/runs_rb15b_graphsafe_conservative_policy/conservative_policy_stat_tests.csv (62049 B); results/runs_rb15b_graphsafe_conservative_policy/conservative_policy_decisions.csv (19270 B); results/runs_rb15b_graphsafe_conservative_policy/acceptance_summary.csv (1902 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
results/runs_rb16_graphsafe_best_branch_strengthening,6211093,6,"Evidence, reports, release metadata, or generated publication outputs.",generated evidence/release output,allowlist only,yes,partial,"Include only frozen aggregates, manifests, readiness reports, and final PDFs.",medium,results/runs_rb16_graphsafe_best_branch_strengthening/rb16_statistical_tests.csv (3168235 B); results/runs_rb16_graphsafe_best_branch_strengthening/rb16_results.csv (1846934 B); results/runs_rb16_graphsafe_best_branch_strengthening/rb16_reliability_scores.csv (1032722 B); results/runs_rb16_graphsafe_best_branch_strengthening/import_manifest.json (137742 B); results/runs_rb16_graphsafe_best_branch_strengthening/rb16_policy_decisions.csv (25371 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
